Test Sponsor$System Name$Parallel$Base  Threads$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Dell Inc.$PowerEdge R750 (Intel Xeon Platinum 8351N, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$1$1$11.7$12.0$--$--$Sep-2019$AMD EPYC 7702$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge R750 xa (Intel Xeon Gold 6338N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.9$12.2$--$--$Feb-2021$AMD EPYC 7713$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$128 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8352V, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$2$1$11.9$12.2$--$--$Jun-2021$AMD EPYC 7713P$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Gold 6314U, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$1$1$11.6$11.9$--$--$Sep-2019$AMD EPYC 7742$2250$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8351N, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$1$1$11.9$12.2$--$--$May-2021$AMD EPYC 7763$2450$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$128 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8368, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$11.7$11.9$--$--$Feb-2021$AMD EPYC 7763$2450$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$128 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Gold 6348, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$11.9$12.2$--$--$Feb-2022$AMD EPYC 7773X$2200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$768 MB I+D on chip per chip, 96 MB shared / 8 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8352Y, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.7$11.9$--$--$Feb-2020$AMD EPYC 7F32$3700$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB per core$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8368, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$11.7$11.9$--$--$Feb-2020$AMD EPYC 7F52$3500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB per core$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8351N, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$1$1$12.0$12.2$--$--$Feb-2020$AMD EPYC 7F72$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$192 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8358P, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Dec-2019$AMD EPYC 7H12$2600$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge R650 (Intel Xeon Gold 6354, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$2$1$12.2$12.4$--$--$Mar-2023$Intel Xeon Bronze 3408U$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$22.5 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8380, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$80$80$2$1$11.7$12.0$--$--$Mar-2023$Intel Xeon Gold 5411N$1900$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8358, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.7$11.9$--$--$Mar-2023$Intel Xeon Gold 5412U$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Gold 6314U, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$1$1$11.7$11.9$--$--$Mar-2023$Intel Xeon Gold 5416S$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$30 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8352Y, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Mar-2023$Intel Xeon Gold 5418N$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8358P, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Mar-2023$Intel Xeon Gold 5420+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$52.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8380, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$80$80$2$1$11.7$12.0$--$--$Feb-2023$Intel Xeon Gold 6414U$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$256 GB (8 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8358, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.8$--$--$Dec-2022$Intel Xeon Gold 6414U$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8368, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$11.7$12.0$--$--$Mar-2023$Intel Xeon Gold 6421N$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$256 GB (8 x 32 GB 2Rx8 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8352Y, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Mar-2023$Intel Xeon Gold 6426Y$2500$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$37.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Gold 6338N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.9$12.2$--$--$Mar-2023$Intel Xeon Gold 6428N$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8360Y, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$2$1$11.9$12.2$--$--$Feb-2023$Intel Xeon Gold 6430$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8351N, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$1$1$11.9$12.1$--$--$Dec-2022$Intel Xeon Gold 6430$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 6330N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$11.5$11.8$--$--$Mar-2023$Intel Xeon Gold 6434$3700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$22.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 6354, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$2$1$11.8$12.0$--$--$Mar-2023$Intel Xeon Gold 6438M$2200$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 6348, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$11.9$12.2$--$--$Mar-2023$Intel Xeon Gold 6438N$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 6314U, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$1$1$11.6$11.8$--$--$Mar-2023$Intel Xeon Gold 6438Y+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 6346, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$12.0$12.3$--$--$Mar-2023$Intel Xeon Gold 6442Y$2600$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Gold 6346, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$12.1$12.4$--$--$Mar-2023$Intel Xeon Gold 6444Y$3600$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8360Y, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$2$1$11.9$12.2$--$--$Mar-2023$Intel Xeon Gold 6448Y$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Gold 6354, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$2$1$12.1$12.4$--$--$Feb-2023$Intel Xeon Gold 6454S$2200$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8352Y, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Dec-2022$Intel Xeon Gold 6454S$2200$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8380, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$80$80$2$1$11.7$12.0$--$--$Mar-2023$Intel Xeon Gold 6458Q$3100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8368, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$11.7$12.0$--$--$Feb-2023$Intel Xeon Platinum 8452Y$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$67.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7543P 32-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$1$1$12.5$12.5$--$--$Dec-2022$Intel Xeon Platinum 8452Y$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$67.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7763 64-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$128$128$2$1$11.8$11.8$--$--$Feb-2023$Intel Xeon Platinum 8460Y+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7343 16-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$13.0$13.1$--$--$Dec-2022$Intel Xeon Platinum 8460Y+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7443 24-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$13.3$13.4$--$--$Mar-2023$Intel Xeon Platinum 8462Y+$2800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7513 32-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$12.4$12.4$--$--$Feb-2023$Intel Xeon Platinum 8468$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7713P 64-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$1$1$12.4$12.4$--$--$Dec-2022$Intel Xeon Platinum 8468$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6525 (AMD EPYC 7413 24-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$12.2$12.2$--$--$Feb-2023$Intel Xeon Platinum 8470$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Gold 6330, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$10.7$10.9$--$--$Dec-2022$Intel Xeon Platinum 8470$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Gold 6348, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$11.9$12.2$--$--$Feb-2023$Intel Xeon Platinum 8470N$1700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$97.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8368Q, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$12.6$12.9$--$--$Dec-2022$Intel Xeon Platinum 8470N$1700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$97.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8352V, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$144$72$2$2$11.9$12.2$--$--$Feb-2023$Intel Xeon Platinum 8470Q$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Gold 6330, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$112$56$2$2$10.6$10.9$--$--$Dec-2022$Intel Xeon Platinum 8470Q$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 (Intel Xeon Platinum 8352V, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$2$1$11.9$12.2$--$--$Feb-2023$Intel Xeon Platinum 8471N$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$97.5 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8358, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Dec-2022$Intel Xeon Platinum 8471N$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$97.5 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Platinum 8352V, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$2$1$12.0$12.2$--$--$Feb-2023$Intel Xeon Platinum 8480+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 6334, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$11.8$12.1$--$--$Dec-2022$Intel Xeon Platinum 8480+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 (Intel Xeon Platinum 8368Q, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$12.6$12.9$--$--$Mar-2023$Intel Xeon Silver 4410T$2700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$26.25 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge R7515 (AMD EPYC 7713P 64-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$1$1$12.4$12.4$--$--$Mar-2023$Intel Xeon Silver 4410Y$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$30 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8358, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.6$11.9$--$--$Mar-2023$Intel Xeon Silver 4416+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$37.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Gold 5320, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$52$2$1$11.6$11.8$--$--$Mar-2023$Intel Xeon Bronze 3408U$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$22.5 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8368Q, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$76$76$2$1$12.5$12.8$--$--$Mar-2023$Intel Xeon Gold 5412U$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 (Intel Xeon Gold 6338, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.0$11.3$--$--$Mar-2023$Intel Xeon Gold 5415+$2900$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$22.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R7515 (AMD EPYC 7543P 32-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$1$1$12.4$12.5$--$--$Mar-2023$Intel Xeon Gold 5416S$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$30 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8352S, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.7$11.9$--$--$Mar-2023$Intel Xeon Gold 5418N$1800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4000)$125 GB on tmpfs
Dell Inc.$PowerEdge R750 xa (Intel Xeon Platinum 8360Y, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$2$1$12.0$12.2$--$--$Mar-2023$Intel Xeon Gold 5418Y$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge R650 (Intel Xeon Gold 6348, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$12.0$12.2$--$--$Mar-2023$Intel Xeon Gold 5420+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$52.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge C6520 (Intel Xeon Platinum 8358P, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$11.7$11.9$--$--$Mar-2023$Intel Xeon Gold 6414U$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge MX750c (Intel Xeon Platinum 8352V, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$36$1$1$11.9$12.1$--$--$Mar-2023$Intel Xeon Gold 6426Y$2500$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$37.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R7515 (AMD EPYC 7313P 16-Core Processor)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$1$1$12.3$12.4$--$--$Mar-2023$Intel Xeon Gold 6438Y+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
