Test Sponsor$System Name$Base  Copies$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Dell Inc.$PowerEdge R740xd (Intel Xeon Silver 4114, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$94.3$99.0$--$--$Apr-2021$Intel Xeon Platinum 8352Y$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6154, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$220$233$--$--$May-2021$Intel Xeon Platinum 8358$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6142, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$177$187$--$--$May-2021$Intel Xeon Platinum 8358P$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Silver 4109T, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$70.5$Not Run$--$--$Apr-2021$Intel Xeon Platinum 8360Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6152, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$88$44$2$2$213$227$--$--$Mar-2021$Intel Xeon Platinum 8360Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 5118, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$121$126$--$--$Jun-2021$Intel Xeon Platinum 8362$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Silver 4110, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$72.8$77.7$--$--$Jun-2021$Intel Xeon Platinum 8368$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6136, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$152$159$--$--$Apr-2021$Intel Xeon Platinum 8368$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6138, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$189$Not Run$--$--$Apr-2021$Intel Xeon Platinum 8368Q$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6128, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$24$12$2$2$82.5$Not Run$--$--$Apr-2021$Intel Xeon Platinum 8380$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Bronze 3104, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$12$2$1$33.2$34.6$--$--$May-2021$Intel Xeon Silver 4309Y$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$12 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Bronze 3106, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$16$2$1$44.2$46.0$--$--$May-2021$Intel Xeon Silver 4310$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Platinum 8170, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$245$Not Run$--$--$May-2021$Intel Xeon Silver 4310T$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$15 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R, running at 2666)$125 GB on tmpfs
Dell Inc.$PowerEdge R740xd (Intel Xeon Silver 4108, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$65.6$69.8$--$--$May-2021$Intel Xeon Silver 4314$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$125 GB on tmpfs
Dell Inc.$PowerEdge R740 (Intel Xeon Platinum 8168, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$258$Not Run$--$--$May-2021$Intel Xeon Silver 4316$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$30 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R, running at 2666)$125 GB on tmpfs
Dell Inc.$PowerEdge R740 (Intel Xeon Platinum 8160, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$228$Not Run$--$--$Jan-2020$AMD EPYC 7232P$3100$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$32 MB I+D on chip per chip, 8 MB shared / 2 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge R740 (Intel Xeon Platinum 8164, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$237$Not Run$--$--$Jan-2020$AMD EPYC 7252$3100$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6150, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$203$215$--$--$Aug-2019$AMD EPYC 7262$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB per core$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6134, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$108$114$--$--$Nov-2019$AMD EPYC 7272$2900$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 6130, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$164$172$--$--$Dec-2019$AMD EPYC 7282$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge R740xd (Intel Xeon Gold 5122, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$55.5$Not Run$--$--$Sep-2019$AMD EPYC 7302$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge T640 (Intel Xeon Silver 4116, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$107$112$--$--$Aug-2019$AMD EPYC 7302P$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 2 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SAS SSD
Dell Inc.$PowerEdge T640 (Intel Xeon Silver 4114, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$93.6$98.2$--$--$Mar-2021$AMD EPYC 7313$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$252 GB on tmpfs
Dell Inc.$PowerEdge R7425 (AMD EPYC 7601, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$2$2$272$297$--$--$Mar-2021$AMD EPYC 7313P$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 4 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 5122, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$55.6$Not Run$--$--$Mar-2021$AMD EPYC 7343$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 4 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$1008 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6142, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$177$Not Run$--$--$Nov-2019$AMD EPYC 7352$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Platinum 8180, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$269$Not Run$--$--$Sep-2019$AMD EPYC 7402$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6130, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$154$161$--$--$Aug-2019$AMD EPYC 7402P$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 3 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SAS SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Bronze 3104, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$12$2$1$33.3$Not Run$--$--$Mar-2021$AMD EPYC 7413$2650$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$504 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6130, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$155$Not Run$--$--$Apr-2021$AMD EPYC 7443$2850$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$1008 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 5120, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$2$2$132$Not Run$--$--$Mar-2021$AMD EPYC 7443P$2850$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6138T, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$141$Not Run$--$--$Mar-2021$AMD EPYC 7443P$2850$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$252 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6134, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$107$Not Run$--$--$Sep-2019$AMD EPYC 7452$2350$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6126, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$116$Not Run$--$--$Sep-2019$AMD EPYC 7502$2500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 1 TB SATA HDD 7200 RPM
Dell Inc.$PowerEdge C6420 (Intel Xeon Silver 4112, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$43.6$Not Run$--$--$Sep-2019$AMD EPYC 7502P$2500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Bronze 3106, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$16$2$1$43.9$Not Run$--$--$Apr-2021$AMD EPYC 7513$2600$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 8 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$1008 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Platinum 8164, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$231$Not Run$--$--$Nov-2019$AMD EPYC 7532$2400$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6144, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$113$Not Run$--$--$Feb-2021$AMD EPYC 7543$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$504 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Platinum 8180M, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$209$Not Run$--$--$Mar-2021$AMD EPYC 7543P$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$252 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6154, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$150$Not Run$--$--$Dec-2019$AMD EPYC 7552$2200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$192 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6152, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$88$44$2$2$211$Not Run$--$--$Mar-2021$AMD EPYC 75F3$2950$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$252 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6140, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$187$Not Run$--$--$Oct-2019$AMD EPYC 7642$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SAS SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6136, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$150$Not Run$--$--$Mar-2021$AMD EPYC 7643$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 6 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$1008 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6132, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$2$2$136$Not Run$--$--$Dec-2019$AMD EPYC 7662$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 5118, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$118$Not Run$--$--$Sep-2019$AMD EPYC 7702$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Platinum 8164, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$230$Not Run$--$--$Aug-2019$AMD EPYC 7702P$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Silver 4109T, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$70.5$Not Run$--$--$Feb-2021$AMD EPYC 7713$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$504 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Platinum 8153, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$140$Not Run$--$--$Mar-2021$AMD EPYC 7713P$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$252 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Silver 4110, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$65.9$Not Run$--$--$Nov-2019$AMD EPYC 7742$2250$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Bronze 3106, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$16$2$1$44.5$Not Run$--$--$Sep-2019$AMD EPYC 7742$2250$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Silver 4108, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$65.4$Not Run$--$--$Mar-2021$AMD EPYC 7763$2450$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$2 TB (16 x 128 GB 4Rx4 PC4-3200AA-L)$1008 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 5115, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$102$Not Run$--$--$Feb-2021$AMD EPYC 7763$2450$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$252 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 6140, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$185$Not Run$--$--$Mar-2020$AMD EPYC 7F32$3700$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB per core$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 6144, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$111$Not Run$--$--$Apr-2020$AMD EPYC 7F52$3500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB per core$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 6148, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$199$Not Run$--$--$Jan-2020$AMD EPYC 7F72$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$192 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 480 GB SATA SSD
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 6150, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$188$Not Run$--$--$Apr-2023$Intel Xeon Gold 5416S$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$30 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 5120, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$2$2$135$Not Run$--$--$Mar-2023$Intel Xeon Gold 5418Y$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 6128, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$24$12$2$2$82.7$Not Run$--$--$Mar-2023$Intel Xeon Gold 5420+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$52.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Bronze 3104, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$12$2$1$33.3$Not Run$--$--$Jan-2023$Intel Xeon Gold 6414U$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Silver 4112, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$43.7$Not Run$--$--$Feb-2023$Intel Xeon Gold 6426Y$2500$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$37.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Silver 4114, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$93.4$Not Run$--$--$Jan-2023$Intel Xeon Gold 6430$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R, running at 4400)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Silver 4116, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$109$Not Run$--$--$Mar-2023$Intel Xeon Gold 6434$3700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$22.5 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
Dell Inc.$PowerEdge FC640 (Intel Xeon Gold 5118, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$120$Not Run$--$--$Apr-2023$Intel Xeon Gold 6438M$2200$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC5-4800B-R)$125 GB on tmpfs
